date,year,type,country,state,location,activity,sex,age,injury,time,species
31-Jul-2020,2020.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,22,Lacerations to foot ,17h00,
31-Jul-2020,2020.0,Unprovoked,USA,Alabama,"Orange Beach, Baldwin County",Swimming,M,14,Lacerations to foot and toes,13h00,Blacktip or Spinner shark
31-Jul-2020,2020.0,Unprovoked,AUSTRALIA,Western Australia,Bunker Bay Beach,Surfing,M,28,Lacerations to leg,14h15,"White shark, 4m"
29-Jul-2020,2020.0,Unprovoked,USA,Florida,Florida Keys,Diving,M,38,Lower leg bitten,,"Lemon shark, 8'"
29-Jul-2020,2020.0,Watercraft,AUSTRALIA,Tasmania,Tenth Island,Sightseeing,M,,"No injury to occupants, injury to shark attempting to swallow anchor",09h08,"White shark, 4m"
27-Jul-2020,2020.0,Unprovoked,FRENCH POLYNESIA,Tuamotu Islands,Tikehau,Swimming,M,4,Leg bitten,Evening,"Blacktip reef shark, juvenile"
27-Jul-2020,2020.0,Unprovoked,USA,Maine,"Bailey Island, Cumberland County",Swimming,F,63,FATAL,15h59,"White shark, 11'?"
23-Jul-2020,2020.0,Unprovoked,USA,Bahamas,Spanish Cay,Spearfishing,M,23,Lacerations to legs,12h00,"Reef shark, 5' to 6 '"
23-Jul-2020,2020.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,M,11,Foot bitten,,
22-Jul-2020,2020.0,Unprovoked,USA,North Carolina,"Neuse River, Craven County",Treading water,M,,Left calf & foot bitten,17h30,Bull shark. 6.5'
19-Jul-2020,2020.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Wading,F,12,Right leg bitten,Afternoon,
17-Jul-2020,2020.0,Unprovoked,AUSTRALIA,Tasmania,Off Stanley,Fishing,M,10,"Lacerations to arm, head & chest",13h30,White shark
14-Jul-2020,2020.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Wading,F,14,Severe bite to right foot,,"Bull shark, 4' to 6'"
13-Jul-2020,2020.0,Unprovoked,AUSTRALIA,Queensland,Fitzroy Island,Snorkeling,F,29,Injury to lower left leg and ankle,11h45,2 m shark
11-Jul-2020,2020.0,Unprovoked,AUSTRALIA,New South Wales,Wilsons Headland,Surfing,M,15,FATAL,14h30,"White shark, 2.5 m"
10-Jul-202,2020.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,F,15,Minor injury to right foot,08h00,
04-Jul-2020,2020.0,Unprovoked,AUSTRALIA,Queensland,Fraser Island,Spearfishing,M,36,FATAL,14h00,
22-Jun-2020,2020.0,Unprovoked,USA,Florida,"Homestead, Miami-Dade County",Playing,M,7,Cuts to lower leg,,Juvenile bull shark?
20-Jun-2020,2020.0,Unprovoked,USA,North Carolina,"Salvo, Dare County",Body Surfing,M,16,Injury to thigh,16h00,
20-Jun-2020,2020.0,Unprovoked,BAHAMAS,Exumas,"Pig Beach, Pig Island",,M,,,,
16-Jun-2020,2020.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umhlanga Rocks,Surf skiing ,F,,"No inury, ski damaged",14h00,
10-Jun-2020,2020.0,Unprovoked,NEW CALEDONIA,South Province,"Plateau de Ricaudy, Nouméa",Windsurfing,M,30,FATAL,Afternoon,Tiger shark
07-Jun-2020,2020.0,Unprovoked,AUSTRALIA,New South Wales,Salt Beach near Kingscliff,Surfing,M,60,FATAL,10h40,"White shark, 3.5 m"
06-Jun-2020,2020.0,Unprovoked,AUSTRALIA,Western Australia,"Tantabitti Beach, Nigaloo",,F,,,,
04-Jun-2020,2020.0,,USA,Delaware,"Herring Point, Sussex County",Skimboarding,M,12,Injured,13h00,Shark involvement unconfirmed but considered probable
01-Jun-2020,2020.0,Unprovoked,USA,Hawaii,"Davidsons Beach, Kauai",Surfing,M,,Cut to index finger of hand,08h30,Tiger shark?
31-May-2020,2020.0,Unprovoked,BAHAMAS,Abaco Islands,NoName Cay,Spearfishing,M,,Lacerations to left hand,,"Bull shark, 8'"
30-May-2020,2020.0,Unprovoked,AUSTRALIA,Queensland,Lucinda,Spearfishing,M,18,"No injury, swim fin bitten",,Bull shark
28-May-2020,2020.0,Unprovoked,THAILAND,"Muang district of Satun province, ",Chebilang pier ,Playing,M,12,Left foot bitten,,Bull shark
26 May 2020,2020.0,Unprovoked,SPAIN,Canary Islands,"Famara Beach, Lanzarote",Playing,M,9,Lacerations to both feet,,Angel shark
17 May 2020,2020.0,Unprovoked,FRENCH POLYNESIA,Tahiti,Vallée Blanche,Snorkeling,M,,Leg bitten,,Blacktip shark
09-May-2020,2020.0,Unprovoked,USA,California,"Sand Dollar Beach, Santa Cruz County",Surfing,M,26,FATAL,13h30,White shark
08-May-2020,2020.0,Unprovoked,AUSTRALIA,Victoria,"Southside Beach, near Geelong",Surfing,M,,Leg injured,16h00,
01-May-2020,2020.0,Unprovoked,USA,California,"Summerland, Santa Barbara County",Swimming,F,57,2 lacerations to foot,14h30,5' to 6' shark
29-Apr-2020,2020.0,,USA,California,"Moonlight Beach, San Diego County",Body Boarding,M,16,Minor injury to ankle from stingray ,17h45,
21-Apr-2020,2020.0,Unprovoked,AUSTRALIA,New South Wales,Killick Creek near Crescent Head,Swimming,F,,Lacerations to foot,08h00,
07-Apr-2020,2020.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,F,,Foot bitten,10h00,"Bull shark, 6'"
06-Apr-2020,2020.0,Unprovoked,AUSTRALIA,Queensland,North West Island,Swimming,M,23,FATAL,17h30,
06-Apr-2020,2020.0,Unprovoked,AUSTRALIA,New South Wales,Wamberal Beach,Surfing,M,38,Right hand bitten,10h00,6' shark
27-Mar-2020,2020.0,Unprovoked,USA,California,"Pleasure Point, Santa Cruz County",Stand-Up Paddleboarding,M,Teen,"No injury, paddleboard bitten",Evening,
22-Mar-2020,2020.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,Left foot bitten ,12h20,
22-Mar-2020,2020.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,Left foot bitten when he jumped on the shark  PROVOKED INCIDENT,10h50,
21-Mar-2020,2020.0,Unprovoked,AUSTRALIA,Queensland,Cairns,,F,,Arm injured,Midday,
Reported 14-Mar-2020,2020.0,Provoked,NEW ZEALAND,North Island,"Stanmore Bay, Auckland",Kayak fishing,M,,"PROVOKED INCIDENT No injury, shark nudged kayak repeatedly",,"White shark, 2.5 to 3 m"
02-Mar-2020,2020.0,Unprovoked,FIJI,Vanua Levu,"Tawake, Cakaudrove",Spearfishing,M,26,Lacerations to right elbow,Early Morning,
22-Feb-2020,2020.0,Unprovoked,NEW ZEALAND,North Island,Pauanui Beach,Surfing,M,60,"Minor injury, surfboard bitten",11h30,White shark
05-Feb-2020,2020.0,Unprovoked,USA,Maui,Wailea,Stand-Up Paddle boarding,M,,"No injury, but paddleboard bitten",09h40,Tiger shark
01-Feb-2010,2020.0,Unprovoked,FRENCH POLYNESIA,Marquesas,Ua Huka,Canoeing,M,,"No injury, but canoe was scratched",06h30,
Reported 30-Jan-2020,2020.0,Provoked,BAHAMAS,Exumas,,Floating ,F,24,PROVOKED INCIDENT  Scratches to left wrist,,
17-Jan-2020,2020.0,Unprovoked,AUSTRALIA,New South Wales,Windang Beach,Surfing,M,59,Laceration ot left ankle and foot,08h00,"""A small shark"""
16-Jan-2020,2020.0,Unprovoked,NEW ZEALAND,Southland,Oreti Beach,Surfing,F,13,Minor injury to lower leg,20h30,Broadnose seven gill shark?
13-Jan-2020,2020.0,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",Surfing,M,26,Lacerations to foot,14h33,
12-Jan-2020,2020.0,Unprovoked,THAILAND,Phang Nga Province,Nang Thong Beach,Swimming,M,75,Calf bitten,07h15,
07-Jan-2020,2020.0,Unprovoked,AUSTRALIA,Queensland,North West Island,Swimming,F,7,Lacerations to leg,17h30,Lemon shark
05-Jan-2020,2020.0,Unprovoked,AUSTRALIA,Western Australia,Cull Island / Esperance,Scuba diving,M,57,FATAL,13h00,White shark
03-Jan-2020,2020.0,Unprovoked,NEW CALEDONIA,,Calana,,M,12,Right leg bitten,Afternoon,
02-Jan-2020,2020.0,Questionable,AUSTRALIA,Western Australia,Esperance,Swimming after being swept off rocks,M,21,Probable drowning and scavenging,16h10,
30-Dec-2019,2019.0,Unprovoked,AUSTRALIA,Queensland,North West Island,Swimming,M,30s,Minor injury to hand,12h58,"Shovelnose ""shark"" which is a ray, not a shark)"
28-Dec-2019,2019.0,Unprovoked,SEYCHELLES,Praslin,Amitié Beach,Swimming,F,45,Arm bitten,19h00,
26-Dec-2019,2019.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Ragelapara reef ,Spearfishing,M,33,FATAL,16h30,
26-Dec-2019,2019.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surf skiing ,M,,"No injury, shark bit surf ski",07h00,
24-Dec-2019,2019.0,Unprovoked,NEW ZEALAND,Southland,Oreti Beach,Boogie boarding,F,17,Laceration to thigh,"""Evening""",
21-Dec-2019,2019.0,Unprovoked,USA,California,"Santa Rosa Island, Ventura County",Surfing,M,37,Right leg bitten,16h15,
20-Dec-2019,2019.0,Provoked,AUSTRALIA,New South Wales,Shellharbour,Fishing,M,,PROVOKED INCIDENT,,White shark
12-Dec-2019,2019.0,Questionable,REUNION ISLAND,,,Kayaking,M,70,Partial remains recovered 12/26/2019 from shark,,3.4 m tiger shark
06-Dec-2019,2019.0,Unprovoked,AUSTRALIA,Western Australia,Exmouth,Free diving,M,57,Arm bitten,09h00,
04-Dec-2019,2019.0,Unprovoked,CUBA,Holquin,Guardalavaca Beach ,Swimming,M,22,FATAL,23h00,
03-Dec-2019,2019.0,Unprovoked,USA,Hawaii,"Cove Park, Kihei, Maui",Stand-Up Paddleboarding,M,57,"No injury, inflatable paddle board was bitten by the shark",10h00,10'-12' tiger shark
30-Nov-2019,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,9,"No injury, knocked from his board by the shark",,Juvenile blacktip shark
30-Nov-2019,2019.0,Unprovoked,AUSTRALIA,Queensland,Bargara,Snorkeling,M,30,Lacerations to foot,18h00,
23-Nov-2019,2019.0,Questionable,AUSTRALIA,Queensland,"Elliot Head, near Bundaberg.",Spearfishing,M,38,"Believed to have drowned. Partial remains washed ashore at North Beach, Mylestom, New South Wales on 17 December. Shark involvement prior to death could not be confirmed",,
23-Nov-2019,2019.0,Provoked,MEXICO,Guerrero,Off Barra Vieja,Fishing,M,,Lacerations to arm from hooked shark PROVOKED INCIDENT,15h00,
22-Nov-2019,2019.0,Unprovoked,ISRAEL,,Haifa,Snorkeling,M,,"No injury, swim fin bitten",,
14-Nov-2019,2019.0,Provoked,FRENCH POLYNESIA,Moorea,Afareitu Lagoonarium.,Feeding sharks,M,9,Multiple lacerations to right arm,,5' blacktip shark
12-Nov-2019,2019.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,30,Lacerations to left foot,,4' to 5' blacktip shark
11-Nov-2019,2019.0,Unprovoked,MEXICO,Baja ,Magdalena Bay,Snorkeling,M,23,Bite to right forearm,,
09-Nov-2019,2019.0,Watercraft,SOUTH AFRICA,Eastern Cape Province,East London,Kayaking fishing,M,,"No injury, kayak damaged",06h50,"White shark, 4 m"
06-Nov-2019,2019.0,Unprovoked,USA,California,"San Onofre, San Diego County ",Surfing,F,,"No inury, knocked from board",08h00,Juvenile white shark?
02-Nov-2019,2019.0,Questionable,REUNION ISLAND,Saint-Gilles,L’Hermitage Lagoon,Snorkeling,M,44,Hand recovered from shark. Later confirmed death most likely due to drowning,,10' tiger shark
29-Oct-2019,2019.0,Unprovoked,AUSTRALIA,Queensland,"Off Airlie Beach, Whitsundays",Snorkeling,M,28 & 22,Raddon’s right foot was severed and Maggs sustained serious lacerations to his lower right leg.,10h20,Tiger shark
27-Oct-2019,2019.0,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,32,Minor cuts when he jumped off his board and landed on the shark. PROVOKED INCIDENT,12h45,4' to 5' shark
25-Oct-2019,2018.0,Unprovoked,USA,California,"Cambria, San Luis Obispo County",Kayak fishing,M,,"No injury, kayak bitten",08h30,White shark
21-Oct-2019,2019.0,Unprovoked,FRENCH POLYNESIA,Moorea,Opunohu Bay,Snorkeling,F,35,Severe injuries to arms and chest,11h30,Oceanic whitetip shark
17-Oct-2019,2019.0,Unprovoked,AUSTRALIA,Queensland,"Woorim Beach, Bribie Island,",Surfing,M,17,"No injury, surfboard bitten",17h30,7' shark
08-Oct-2019,2019.0,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County",Surfing,M,20,Lacerations to right foot,12h00,
05-Oct-2019,2019.0,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,M,29,"No injury, surfboard severely damaged",16h00,"White shark, 3.5 m"
05-Oct-2019,2019.0,Watercraft,USA,California,"Ship Rock near Catalina, Los Angeles County",Kayaking,M,51,"No injury, shark bit kayak",16h30,White shark
Reported 04-Oct-2019,2019.0,Unprovoked,USA,Guam,Talofofo Bay ,Surfing,M,,Minor injury to left thigh,,Juvenile shark
28-Sep-2019,2019.0,Provoked,AUSTRALIA,Northern Territory ,"Nightcliff Jetty, Darwin",Fishing,M,45,Hooked shark bit his leg. PROVOKED INCIDENT,Afternoon,1+ m shark
26-Sep-2019,2019.0,Unprovoked,USA,Hawaii,"Kihei, South Maui",Surfing,F,,"No injury, back of board bitten",09h15,6' to 7' shark
24-Sep-2019,2019.0,Unprovoked,USA,Florida,"Huguenot Park, Jacksonville, Duval County",Swimming,M,,Laceration to arm,17h00,
24-Sep-2019,2019.0,Unprovoked,USA,Florida,"Satellite Beach, Brevard County",Surfing,M,13,Lacerations to left foot,16h30,2' shark
18-Sep-2019,2019.0,Unprovoked,USA,Hawaii,"Haleiwa, Oahu",Snorkeling,M,"22, 57, 31",Minor injuries,10h40,"Galapagos shark, 5'-9'"
15-Sep-2019,2019.0,Unprovoked,USA,South Carolina,"Isle of Palms,  Charleston County",,F,22,Foot bitten,,
07-Sep-2019,2019.0,Unprovoked,AUSTRALIA,Western Australia,"Burns Beach, Perth",Spearfishing,M,,"No injury, shark bit swim fin",09h00,14' white shark
31-Aug-2019,2019.0,Unprovoked,USA,Cayman Islands,Grand Cayman,Spearfishing,M,70,Bite to posterior left knee,,Nurse shark
31-Aug-2019,2019.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",,M,60s,Thigh injured,Afternoon,
27-Aug-2019,2019.0,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,40,Hand and calf bitten when he jumped off surfboard and landed on the shark PROVOKED INCIDENT,11h55,6.5' shark
21-Aug-2019,2019.0,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Wading,M,11,Foot bitten,09h00,
20-Aug-2019,2019.0,Unprovoked,USA,Hawaii,"Napoopoo Park in Kealakekua Bay, The Big Island",Swimming/ Treading water,F,26,Injury to lower back and right hip,08h00,
16-Aug-2019,2019.0,Unprovoked,FIJI,,reef 40km east Vanua Levu,Spearfishing,M,32,Right arm bitten,12h30,Grey reef shark 1.5m
16-Aug-2019,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,9,Injured,11h00,
11-Aug-2019,2019.0,Unprovoked,USA,Hawaii,"Makaha Beach, Oahu",Surfing,M,16,"No injury, board damaged",19h30,10' to 12' shark
04-Aug-2019,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,M,51,Minor injuries to right foot,15h00,
03-Aug-2019,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,21,Minor cuts to right foot,16h00,
03-Aug-2019,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,Bite to left hand and wrist,15h30,
03-Aug-2019,2019.0,Unprovoked,USA,Florida,Off Key Biscayne,Spearfishing / Diving,M,37,Laceration to left arm and hands,,
29-Jul-2019,2019.0,Unprovoked,USA,Hawaii,Molokai Channel/,Swimming,M,49,Bite to abdomen & left leg medial thigh,22h20,Cookiecutter shark
30-Jul-2019,2019.0,Provoked,USA,North Carolina,"Off Cape Hatteras, Dare County",Fishing ,M,,Arc of punctures to lower right leg by hooked shark PROVOKED INCIDENT,,"Blacktip shark, 5' "
29-Jul-2019,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,3 lacerations to left hand,13h30,
28-Jul-2019,2019.0,Unprovoked,AUSTRALIA,Queensland,Magra Islet,Snorkeling,F,,Lacerations to lower leg,18h30,
27-Jul-2019,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,49,Lacerations to right thigh,16h30,
27-Jul-2019,2019.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,23,Injured,,Blacktip or Spinner shark
22-Jul-2019,2019.0,Unprovoked,USA,Rhode Island,"Moonstone Beach, South Kingstown, Washington County",Surfing,M,18,Foot bitten,18h30,Sandtiger shark
18-Jul-2019,2019.0,Unconfirmed,USA,Florida,"Haulover Inlet, Miami-Dade County",Diving,M,,Unknown / Unconfirmed,,
Reported 17-Jul-2019,2019.0,Unprovoked,NEW ZEALAND,Chatham Islands,Pitt Island or Chatham Island,Scuba diving,M,45,Shark rammed him but no injury,Morning,"White shark, 3m"
16-Jul-2019,2019.0,Unprovoked,USA,North Carolina,"Sunset Beach, Brunswick County",Body-surfing,F,,Ankle bitten,16h30,shark pup
12-Jul-2019,2019.0,Unprovoked,USA,Florida,"Amelia Island, Nassau County",Boogie boarding,F,16,Foot bitten,07h30,
10-Jul-2019,2019.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"East Beach, Port Alfred",Surfing,M,20's,Leg injured,10h30,"White shark, juvenile"
09-Jul-2019,2019.0,Unprovoked,AUSTRALIA,Queensland,"Pelican Waters, Caloundra",Paddle boarding,M,43,Injured,08h00,Bull shark pup
06-Jul-2019,2019.0,Provoked,MEXICO,Quinta Roo,Cabo Catoche ,Fishing,M,,Leg injured,,
04-Jul-2019,2019.0,Unprovoked,BAHAMAS,Abaco Islands,Great Guana Cay,Snorkeling,M,32,Unknown,17h30,
30-Jun-2019,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Minor injury to foot,16h30,
26-Jun-2019,2019.0,Unprovoked,BAHAMAS,Lucayan Archipelago,Rose Island,Snorkeling,F,21,FATAL,14h00,
21-Jun-2019,2019.0,Unprovoked,BAHAMAS,Abaco Islands,,Spearfishing,M,,Lacerations to left calf,,
16-Jun-2019,2019.0,Unprovoked,USA,North Carolina,"Bald Head Island, Brunswick County",Swimming,M,8,Injured,16h00,
17-Jun-2019,2019.0,Unprovoked,BAHAMAS,,Wells Cay,Snorkeling,M,50,Injuries to left lower leg,,
16-Jun-2019,2019.0,Unprovoked,USA,Georgia,"Wilmington River, Chatham County",Swimming,M,64,Arc of lacerations to bicep,09h00,"Bull shark, 4' to 5'"
10-Jun-2019,2019.0,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Surfing,M,19,Cuts to right foot,14h00,
Reported 06-Jun-2019,2019.0,Unprovoked,AUSTRALIA,Tasmania,Maatsuyker Island ,Abalone diving,M,,Bumped by shark but no injury,,
05-Jun-2019,2019.0,Unverified,AUSTRALIA,New South Wales,Lennox Head,Surfing,M,,Injury to wrist,13h00,
02-Jun-2019,2019.0,Unprovoked,USA,North Carolina,"Fort Macon State Beach, Carteret County",Standing,F,17,Severe injuries to leg and hand,12h20,
29-May-2019,2019.0,Unprovoked,NEW CALEDONIA,Bélep Islands,Cook Reef,Fishing,M,43,FATAL,,
25-May-2019,2019.0,Unprovoked,USA,Hawaii,"Honokowai Point, Maui",Swimming,M,65,FATAL,08h48,
25-May-2019,2019.0,Unprovoked,NEW CALEDONIA,Noumea,Port South Marina,Swimming,M,10,Leg severed,16h00,"Bull shark, 3.5 m"
20-May-2019,2019.0,Unprovoked,USA,New Jersey,"Ship Bottom, Ocean County",Body Boarding,M,67,No injury,,Shark involvement unconfirmed but considered probable
17-May-2019,2019.0,Unprovoked,FIJI,,Beqa,Scuba diving,M,,Laceration to head and shark bit diver's tank,,"Tiger shark, 4m to 5m"
14-May-2019,2019.0,Unprovoked,USA,Hawaii,"Browns, Oahu",Surfing,M,,"No injury, knocked of board by shark",08h30,8' shark
14-May-2019,2019.0,Unprovoked,AUSTRALIA,Queensland,Yandaran Beach,Body Surfing,M,53,Laceration to right ankle,16h21,
09-May-2018,2019.0,Unprovoked,REUNION ISLAND,, Saint Leu,Surfing,M,28,FATAL,16h26,
08-May-2019,2019.0,Unprovoked,USA,Hawaii,O'ahu,Swimming with sharks,F,34,Injuries to left arm and hand,09h00,
07-May-2019,2019.0,Unprovoked,USA,California,"North Salmon Creek Beach, Sonoma County",Surfing,F,28,"No injury, shark severed surfboard leash",,White shark
04-May-2019,2019.0,Provoked,BRAZIL,Fernando de Noronha,Praia de Porto,Fishing,M,12,Cut to toe from hooked shark PROVOKED INCIDENT,,Lemon shark pup
01-May-2019,2019.0,Unprovoked,USA,Florida,"Off Boca Grande, Lee County",Fishing,M,,Injury to leg,18h45,
Reported 27-Apr-2019,2019.0,Unprovoked,AUSTRALIA,New South Wales,Tomaree,Spearfishing,M,18,3 puncture marks to left forearm,14h00,"Grey nurse shark, 3 m female"
23-Apr-2019,2019.0,Unprovoked,USA,Hawaii,"Anaehoomalu Bay, Hawaii",Kayaking,F,65,Injury to right inner thigh,08h30,Tiger shark
21-Apr-2019,2019.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",,M,25,Minor injury to leg,17h30,
12-Apr-2019,2019.0,Questionable,USA,Florida,"Crescent Beach, St Johns County",Boogie boarding,F,10,"Minor lacerations to left knee, left hand and right thigh",17h45,
06-Apr-2019,2019.0,Questionable,USA,Hawaii,"North Koahala, Big Island",Picking opihi,M,58,"Probable death by drowning, body scavenged by shark",Night,Tiger shark
06-Apr-2019,2019.0,Unprovoked,USA,Hawaii,Kaiwi Channel,Swimming,M,23,Bitten on left shoulder,01h00,Cookiecutter shark
05-Apr-2019,2019.0,Provoked,CHINA,Liaoning Province,"Laohutan Ocean Park Aquarium, Dalian City",Diving in shark tank,F,,"Lacerations to face, chin and scalp",,Sand tiger shark
26-Mar-2019,2019.0,Watercraft,USA,Hawaii,Waikoloa area,Paddling an outrigger canoe,M,74,"Shark bit canoe, but injury to occupant may not have been caused by the shark",10h00,12' shark
25-Mar-2019,2019.0,Unprovoked,AUSTRALIA,Queensland,Line Reef,Swimming,M,25,Injured,12h30,"Grey reef shark, 4' "
22-Mar-2019,2019.0,Unprovoked,USA,Florida,"Hobe Sound, Martin County",Surfing,M,46,Lacerations to foot,16h00,4' shark
21-Mar-2019,2019.0,Unprovoked,MEXICO,Guerrero,Troncones,Swimming,M,32,20 cm gash to right leg,17h30,
16-Mar-2019,2019.0,Unprovoked,USA,Hawaii,Kaiwi Channel,Swimming,M,58,Bite to abdomen,03h00,Cookiecutter shark
12-Mar-2019,2019.0,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Boogie boarding,M,11,Lacerations to right foot,14h00,Spinner shark
05-Mar-2019,2019.0,Unprovoked,USA,Oregon,"Cape Kiwanda, Tillamook County",Surfing,M,,"No injury, board bitten and dented",08h30,
05-Mar-2019,2019.0,Provoked,SOUTH AFRICA,Eastern Cape Province,30 nm off Port Elizabeth,Fishing,M,46,Lacerations to arm from shark caught in trawl net  PROVOKED INCIDENT,16h00,2.5 m shark
18-Feb-2018,2019.0,Unprovoked,USA,California,"Dog Beach, Huntington Beach",Surfing,M,,"No injury, shark bumped leg",08h15,6' to 7' shark
17-Feb-2019,2019.0,Unprovoked,AUSTRALIA,New South Wales,Belongil Bay,Surfing,M,41,Lacerations/puncture marks to thigh,06h40,
14-Feb-2019,2019.0,Unprovoked,BRAZIL,Fernando de Noronha,Cacimba do Padre,Surfing,M,31,Minor injury to face,17h30,Lemon shark
10-Feb-2019,2019.0,Unprovoked,AUSTRALIA,Northern Territory ,Groote Eylandt,Spearfishing,M,25,Right forearm bitten,,"Reef shark, "
04-Feb-2019,2019.0,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,,Multiple lacerations to leg,13h40,Tiger shark
04-Feb-2019,2019.0,Unprovoked,AUSTRALIA,New South Wales,Urunga area,Surfing,M,50,"No injury, surfboard bitten",06h15,
02-Feb-2019,2019.0,Watercraft,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,Fishing,M,,"No  injury to occupants, shark bit pontoon causing it to deflate.",,
02-Feb-2019,2019.0,Unprovoked,USA,Florida,Key Biscayne,Spearfishing,M,50,Right wrist and hand injured,10h00,Bull shark
30-Jan-2019,2019.0,Unprovoked,REUNION ISLAND,,Sainte-Rose at the mouth of Riviere de l'Est,Fishing,M,41,FATAL,09h15,
29-Jan-2019,2019.0,Invalid,NEW ZEALAND,South Island,Oreti Beach,Boogie boarding,F,17,Gash to thigh,Evening,Reported as shark bite but injury caused by stingray
14-Jan-2019,2019.0,Unprovoked,AUSTRALIA,Western Australia,North Cottesloe ,Swimming,F,15,Minor injury to left foot,11h30,Wobbegong shark
10-Jan-2019,2019.0,Invalid,AUSTRALIA,Queensland,"Catseye Beach, Hamilton Island, Whitsundays",Wading,F,9 & 60,Injuries to foot & leg,09h30,Reported as shark attacks but injuries caused by toadfish
8-Jan-2019,2019.0,Unprovoked,USA,California,"Sandspit Beach, Montaña de Oro State Park ",Surfing,M,19,Cuts to both lower legs,10h00,"White shark, 4.6m"
18-Dec-2018,2018.0,Unprovoked,MEXICO,Sonora,Southeast of Puerto Peñasco ,Diving,M,35,FATAL,11h00,Tiger shark
15-Dec-2018,2018.0,Provoked,AUSTRALIA,New South Wales,,,M,48,Bitten on foot when he stepped on the shark  PROVOKED INCIDENT,11h00,Wobbegong shark
15-Dec-2018,2018.0,Unprovoked,NEW ZEALAND,North Island,Matauri Bay,Spearfishing,M,24,Injuries to leg and hand,11h20,"Mako shark, 7'"
09-Dec-2018,2018.0,Unprovoked,NEW ZEALAND,North Island,Ti Point,Spearfishing,M,50,No injury,08h00,Bronze whaler 2.5m
09-Dec-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales ,Nambucca,Surfing,M,36,Five deep lacerations to lower right leg,07h15,
28-Nov-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales,South Steyne,Surfing,M,20s,Cut to left foot,18h30,Wobbegong shark
24-Nov-2018,2018.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing,M,48,Lacerations to left foot,17h00,
18-Nov-2018,2018.0,Unprovoked,AUSTRALIA,Northern Territory ,Off Nhulunbuy,Spearfishing,M,17,Severe lacerations to left arm and right leg,Before 10h00,Reef shark x 2
17-Nov-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales,"7 Mile Beach, Gerroa",Surfing,M,24,Injuries to calf and hand,13h00,
14-Nov-2018,2018.0,Watercraft,AUSTRALIA,Queensland,Moffat Beach,Kayaking,M,31,"No injury to occupant, kayak bitten",06h50,"Tiger shark, 13'"
11-Nov-2018,2018.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tinley Manor,Fishing,M,41,Surf-ski bitten but no injury to occupant,Morning,"White shark, 3m"
11-Nov-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,"Pyramids Beach, Mandurah",Body Boarding,M,20,Injuries to lower left leg and foot,08h40,Sandtiger shark
09-Nov-2018,2018.0,Unprovoked,BAHAMAS,Exumas,Compass Cay,Swimming,M,8,Arc of shallow lacerations to back,13h30,Nurse shark
